Subgroup,Outcome,Model,Type,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7
ICE Race,SMM,GLM,matRRfit,0.943021605,1.28491118,0.837577032,1.085836739,1.214307937,0.76986471,0.978401886,0.990496862
ICE Race,SMM,GLM,matRRlow,0.780031653,1.038838905,0.677670494,0.88289829,0.987943747,0.619699096,0.781728586,0.812081226
ICE Race,SMM,GLM,matRRhigh,1.140068798,1.589271187,1.035215922,1.335421572,1.492538186,0.956418487,1.224555769,1.208110719
ICE Income ,GDM,GLM,matRRfit,1.030559924,0.968133256,0.957984153,0.923526542,1.250873167,0.914732033,0.890034283,1.130078382
ICE Income ,GDM,GLM,matRRlow,0.893481001,0.824441846,0.822164046,0.79478594,1.080259153,0.786150482,0.759318527,0.98466241
ICE Income ,GDM,GLM,matRRhigh,1.188669659,1.136868546,1.116241511,1.073120738,1.448433624,1.064344181,1.043252596,1.296969537
ICE Income ,PTB,GLM,matRRfit,1.07979172,0.927086066,1.068307663,0.887685994,0.906773528,1.086004202,1.044943043,1.048159886
ICE Income ,PTB,GLM,matRRlow,0.952438665,0.803681446,0.93305164,0.775386447,0.79268447,0.949794278,0.909935544,0.92818702
ICE Income ,PTB,GLM,matRRhigh,1.224173484,1.069439364,1.223170524,1.016249932,1.037283135,1.24174798,1.199981658,1.183639853
ICE Income ,HDP,GLM,matRRfit,1.009811388,0.988002999,0.983133523,0.949860291,0.960085892,0.965725169,1.054513027,1.066613828
ICE Income ,HDP,GLM,matRRlow,0.891099077,0.858104897,0.859045818,0.831256266,0.840621473,0.844561616,0.919547227,0.946214243
ICE Income ,HDP,GLM,matRRhigh,1.144338565,1.137564801,1.125145486,1.085386793,1.096527925,1.104271239,1.209288323,1.202333473
ICE Income ,SMI,GLM,matRRfit,1.791900704,0.764254525,1.041774562,0.6714385,1.627218465,0.680477821,2.120763435,0.597224389
ICE Income ,SMI,GLM,matRRlow,1.35659618,0.544758777,0.759261443,0.49139101,1.201413607,0.492043781,1.561045452,0.442745387
ICE Income ,SMI,GLM,matRRhigh,2.366885723,1.07219012,1.429407811,0.917456058,2.203937027,0.941074926,2.881170144,0.805602907
ICE Income ,PMAD,GLM,matRRfit,1.116669122,0.879218792,0.877021343,0.915087826,1.265403048,0.760986805,1.056005645,0.968013303
ICE Income ,PMAD,GLM,matRRlow,0.93591781,0.716169919,0.720520042,0.755314719,1.049494402,0.625418564,0.86580494,0.812185426
ICE Income ,PMAD,GLM,matRRhigh,1.332328454,1.079388654,1.067515671,1.108658032,1.52572979,0.925941363,1.287989789,1.153738698
ICE Income ,MDP,GLM,matRRfit,1.112692806,0.886946592,0.919108031,1.02687067,1.0853245,0.866865072,0.947841589,1.029553346
ICE Income ,MDP,GLM,matRRlow,0.964807603,0.752186137,0.78561754,0.880895909,0.93099828,0.740069102,0.805175231,0.892535884
ICE Income ,MDP,GLM,matRRhigh,1.283245777,1.045850513,1.075280948,1.197035157,1.265232488,1.015384984,1.115786532,1.187605016
ICE Income ,SUB,GLM,matRRfit,1.057275001,0.923645312,1.083098792,0.940966405,1.112910369,0.925976308,1.082652675,0.914614326
ICE Income ,SUB,GLM,matRRlow,0.927977237,0.797047685,0.941823183,0.818782023,0.969673936,0.80351828,0.935596187,0.801563766
ICE Income ,SUB,GLM,matRRhigh,1.204588198,1.070350844,1.245566063,1.081383996,1.277305126,1.067097219,1.25282342,1.043609255
ICE Income ,SMM,GLM,matRRfit,1.004152097,1.081668432,0.642116044,1.553177914,0.741622019,1.359788812,1.209386302,0.829118133
ICE Income ,SMM,GLM,matRRlow,0.789983145,0.827766626,0.494450045,1.222498292,0.576189452,1.064439742,0.940571607,0.657624256
ICE Income ,SMM,GLM,matRRhigh,1.276383479,1.413449829,0.833882045,1.973304706,0.954552737,1.737088103,1.555028047,1.045333825
All Deliveries,GDM,GLM,matRRfit,0.944496064,0.999567548,0.979054714,1.022804503,0.977916999,1.002109524,1.042312505,0.949034575
All Deliveries,GDM,GLM,matRRlow,0.884066458,0.928147885,0.911875487,0.954297862,0.912244183,0.933775688,0.969019366,0.889658756
All Deliveries,GDM,GLM,matRRhigh,1.009056284,1.076482853,1.051183134,1.096229064,1.048317625,1.07544404,1.121149273,1.012373137
All Deliveries,PTB,GLM,matRRfit,1.014729621,0.974030257,1.006003797,0.985286964,1.022444484,0.956872992,1.037565002,0.97787336
All Deliveries,PTB,GLM,matRRlow,0.955340263,0.909690154,0.942332756,0.923909793,0.958832615,0.896086683,0.969483425,0.921051982
All Deliveries,PTB,GLM,matRRhigh,1.077810958,1.042920973,1.073976929,1.050741541,1.090276559,1.021782759,1.110427579,1.038200151
All Deliveries,HDP,GLM,matRRfit,1.063327021,0.958922331,1.001749306,1.008636728,0.972823074,0.965799167,1.032884401,0.991526347
All Deliveries,HDP,GLM,matRRlow,1.005313086,0.899340919,0.941988309,0.94953692,0.915587642,0.907905951,0.968988698,0.937345116
All Deliveries,HDP,GLM,matRRhigh,1.124688785,1.022451017,1.065301621,1.071414948,1.033636421,1.027383981,1.100993426,1.048839409
All Deliveries,SMI,GLM,matRRfit,0.898351909,0.88144332,1.098980098,1.067228003,1.046992183,0.899339875,1.192740878,0.897307811
All Deliveries,SMI,GLM,matRRlow,0.749398328,0.721486716,0.911151911,0.88744119,0.869914179,0.743961705,0.98458751,0.755551658
All Deliveries,SMI,GLM,matRRhigh,1.076912133,1.076862968,1.325527875,1.283437847,1.260115834,1.087169146,1.444900314,1.065660168
All Deliveries,PMAD,GLM,matRRfit,1.020884417,1.046873121,0.961816289,1.036270338,0.935256688,0.98247472,1.017278865,1.012776764
All Deliveries,PMAD,GLM,matRRlow,0.945887846,0.959665473,0.883960474,0.954115787,0.860369295,0.902615291,0.931815547,0.93784662
All Deliveries,PMAD,GLM,matRRhigh,1.101827237,1.142005587,1.046529344,1.125498841,1.016662353,1.069399758,1.110580621,1.093693522
All Deliveries,MDP,GLM,matRRfit,0.962260406,1.03961153,1.012368488,0.98270779,1.015126052,0.955387387,1.026844336,0.95927794
All Deliveries,MDP,GLM,matRRlow,0.902842362,0.967434739,0.94432666,0.917663673,0.947826042,0.890573598,0.954893887,0.899655435
All Deliveries,MDP,GLM,matRRhigh,1.025588881,1.117173168,1.085312952,1.052362242,1.087204672,1.024918167,1.10421619,1.022851784
All Deliveries,SUB,GLM,matRRfit,0.968878327,1.044026994,0.995741551,1.026104874,1.00941972,0.96337074,0.993649349,1.009380803
All Deliveries,SUB,GLM,matRRlow,0.908966247,0.971871485,0.929208096,0.95865003,0.942816795,0.898481739,0.924292635,0.947148049
All Deliveries,SUB,GLM,matRRhigh,1.032739352,1.121539609,1.067038955,1.098306139,1.080727642,1.032946072,1.068210426,1.075702585
All Deliveries,SMM,GLM,matRRfit,1.047173621,1.04795009,0.96627376,0.958792871,1.050485638,1.024493968,0.984426758,1.11893763
All Deliveries,SMM,GLM,matRRlow,0.929358227,0.915377516,0.847316818,0.842244295,0.923329965,0.898920271,0.859729946,0.995216177
All Deliveries,SMM,GLM,matRRhigh,1.179924556,1.199722927,1.101931366,1.091469274,1.195152456,1.167609547,1.127209824,1.258039658
